Index,Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
6952,440267,703255,,0,,,,F,,203,203,Z001,Z1,,,1,,2100,,5300033642,0,1.0,35,130200000,ST,1.0
8539,60014659,700461,,0,,,,F,,206,206,Z012,Z1,10.0,642.0,1,,3000,,5300363891,0,1.0,30,100400000,ST,1.0
577,24596806,2000,,0,,,,F,40.0,206,206,Z012,Z1,33900.0,856176.0,100,,3000,3000.0,5300183589,0,1.0,120,100200000,ST,1.0
12632,346042,711970,,0,,,,F,,985,985,Z001,EX,,,1,,2000,,5300193632,0,1.0,14,81000000,ST,1.0
10334,385860,703001,,0,,,,F,,203,203,Z001,Z1,,,1,,2000,,5300138477,0,1.0,140,130100000,ST,1.0
12818,60086750,707808,,0,,,,F,,276,276,Z012,Y4,,,1,E11,3000,,5300466895,0,1.0,112,80400000,ST,1.0
4881,440459,705073,,0,,,,F,,203,203,Z001,Z4,,,1,,2000,,5300089972,0,1.0,56,30203000,ST,1.0
8215,200271,702549,,0,,,,F,,215,215,Z001,Y4,17850.0,96316.0,100,E13,2000,,5300145442,0,1.0,49,100202000,ST,1.0
17311,30021112,1900,,0,,,,F,,206,206,Z001,Y4,,,100,E11,2000,,5300160890,0,1.0,5,20102000,ST,1.0
1176,60006106,705960,,0,,,,F,,278,278,Z012,Z1,,,1,,3000,,5300407349,0,1.0,999,0,ST,1.0
15686,390197,707605,,0,,,,F,,215,215,Z001,V8,,,1,E98,2100,,5300503668,0,1.0,28,530402000,ST,1.0
3475,4001469,708174,,0,,,,F,40.0,207,207,Z001,Z1,,,1000,,2100,,5300135583,0,1.0,3,100201000,MM,1.0
12154,4007496,707144,,0,,,,F,,279,279,Z001,Y4,80.0,1464.0,100,E11,3000,,5300164995,0,1.0,56,100000000,ST,1.0
2361,385796,703870,,0,,,,F,,707,707,Z012,Z3,3740.0,240558.0,1,,2000,,5300123078,0,1.0,1,40300000,ST,1.0
2394,170088,2000,,0,,,,F,40.0,203,203,Z012,Y2,370.0,1073.0,1,E13,3000,3000.0,5300203696,0,1.0,35,50100000,ST,1.0
13044,4007250,706815,,0,,,,F,,272,272,Z012,Y4,110.0,43775.0,1,E13,3000,,5300165081,0,1.0,42,70600000,ST,1.0
18091,400440,702005,,0,,,,F,,206,206,Z001,Z1,,,1000,,2100,,5300018362,0,1.0,21,10301000,MM,1.0
9599,380621,700612,,0,,,,F,,206,206,Z001,Z1,510.0,39845.0,100,,2000,,5300095053,0,1.0,14,120000000,ST,1.0
484,4007867,708362,,0,,,,F,,203,203,Z001,Z1,,,1,,2000,,5300172807,0,1.0,70,70200000,ST,1.0
14128,95080064,700723,,0,,,,F,,203,203,Z002,Y4,3530.0,172898.0,1,E13,2000,,5300055758,0,1.0,70,20000000,ST,1.0
16401,280216,700816,,0,,,,F,,708,708,Z001,Z1,,,1,,2100,,5300013812,0,1.0,112,130700000,ST,1.0
8855,390965,700467,,0,,,,F,,206,206,Z002,Z2,,,1,,2000,,5300170943,0,1.0,30,530500000,ST,1.0
2555,4005261,706943,,0,,,,F,,208,208,Z001,Z1,,,1000,,2100,,5300118000,0,1.0,45,130700000,ST,1.0
8767,4007829,706693,,0,,,,F,,208,208,Z001,Y4,,,100,E13,2000,,5300171629,0,1.0,21,100202000,ST,1.0
3257,31243300UB,709741,5500006438.0,20,42.0,42.0,42.0,F,,713,713,Z008,V9,20.0,46554.0,1,E18,2100,,5300501515,0,1.0,42,10402000,ST,1.0
6995,60008619,700000,,0,,,,F,,223,223,Z001,V2,,,100,E19,2100,,5300359227,0,1.0,42,10401000,ST,1.0
17060,31100501,2000,,0,,,,F,40.0,204,204,Z012,Z1,,,1,,3000,3000.0,5300271231,0,1.0,42,10304000,ST,1.0
16138,311354,702750,,0,,,,F,,203,203,Z011,Y5,1220.0,93055.0,100,E15,3000,,5300139111,0,1.0,210,30205000,ST,1.0
5513,33792605,701102,,0,,,,F,,223,223,Z001,Z1,,,1,,2000,,5300042991,0,1.0,21,10103000,ST,1.0
